0,0,56,105,18,80,105,18,110,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,0,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-0.8400000000000001,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-1.44,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-2.2800000000000002,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-2.880000000000001,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-3.7200000000000015,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-4.320000000000002,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-5.160000000000003,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-5.760000000000003,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-6.600000000000004,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-7.200000000000005,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-8.040000000000004,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-8.640000000000002,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-9.48,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-10.079999999999998,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-10.919999999999996,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-11.519999999999994,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-12.359999999999992,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-12.95999999999999,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-13.799999999999988,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-69,-45,-69,-45,-45,-69,-45,-69,0,-14.399999999999986,0
2.4,0,68,123,18,66,105,18,117,105,18,138,129,18,-44,87,18,-92,105,18,-98,105,18,-162,81,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-15.239999999999984,0
0,0,56,105,18,78,105,18,105,105,18,150,105,18,-56,105,18,-80,105,18,-110,105,18,-150,105,18,150,0,-90,-45,-69,-45,-69,-69,-45,-69,-45,0,-15.839999999999982,0
-2.4,0,44,87,18,90,105,18,93,105,18,162,81,18,-68,123,18,-68,105,18,-122,105,18,-138,129,18,150,0,-90,-45,-45,-45,-45,-45,-45,-45,-45,0,-16.67999999999998,0
